Id,Label,Desc,DiscX,DiscY,DiscCx,DiscCy
photo1011_path12081,,orange,142.841083,136.720598,1.28518382,1.2267663
photo1011_path12973,,orange,114.0559298,138.0494889,1.66489716,0.7886355
photo1011_path16342,,orange,90.49906,91.622329,1.2267663,1.75252342
photo1011_path16344,,orange,102.883561,86.408571,5.2575698,3.9431774
photo1011_path3847,,orange,7.654871,161.3475968,2.7262866,2.4371348
photo1011_path3849,,orange,15.04894897,174.2974545,1.3218359,2.3958274
photo1011_path3953,,orange,19.07636,170.7450232,2.106676,1.81752434
photo1011_path3957,,orange,40.2463867,156.7831324,3.0567456,2.3132128
photo1011_path3959,,orange,33.8850521,151.206637,2.1479834,1.65229492
photo1011_path3961,,orange,64.61774787,159.240914,1.7468113,1.20981292
photo1011_path3963,,orange,53.671283,154.924301,1.65229492,1.07399168
photo1011_path4067,,orange,78.806815,169.7536467,2.1479834,2.1892906
photo1011_path4069,,orange,84.011545,170.011817,1.81752434,2.0034074
photo1011_path4394,,orange,97.250559,171.2923461,1.81752434,1.83817788
photo1011_path4398,,orange,105.966416,166.6969016,1.44575796,1.73490962
photo1011_path4400,,orange,114.083316,161.7813243,2.0240612,1.85883178
photo1011_path4404,,orange,124.079691,165.4266999,2.106676,2.0034074
photo1011_path4406,,orange,129.914365,170.2699889,2.1686368,2.106676
photo1011_path4408,,orange,134.169022,168.9171725,1.30118218,1.21856738
photo1011_path4410,,orange,135.573471,161.4198847,1.17726012,1.25987482
photo1011_path4412,,orange,142.905523,163.8880002,1.34248952,1.48706532
photo1011_path4416,,orange,123.914463,154.0774993,1.73490962,1.52837276
photo1011_path4424,,orange,72.982477,143.048431,1.61098748,2.0240612
photo1011_path4426,,orange,77.794788,140.322146,1.2392211,0.90876216
photo1011_path4428,,orange,95.536301,139.351421,1.69360218,1.77621688
photo1011_path4430,,orange,98.99577998,137.0898412,1.21856738,1.71425572
photo1011_path4640,,orange,93.305704,131.058968,1.77621688,1.6316412
photo1011_path4642,,orange,64.937867,130.139879,1.30118218,1.36314326
photo1011_path4646,,orange,24.890372,137.327361,1.83817788,0.99137688
photo1011_path4648,,orange,23.083174,107.307223,2.561057,1.5490264
photo1011_path4868,,orange,44.3151626,97.94078,2.2719056,2.4371348
photo1011_path4870,,orange,53.722916,100.708376,1.87948532,1.56968012
photo1011_path4872,,orange,56.201358,100.780666,2.3751738,2.2512516
photo1011_path4874,,orange,57.729732,99.241964,1.79687062,3.0980528
photo1011_path4876,,orange,75.781052,117.644399,2.3751738,1.73490962
photo1011_path4882,,orange,145.683453,100.811642,1.98275376,1.19791374
photo1011_path4884,,orange,150.9708195,111.6651564,1.56968012,0.88810844
photo1011_path5201,,orange,159.294233,94.388351,1.85883178,1.69360218
photo1011_path5261,,orange,41.93998878,153.0241622,2.3132128,1.65229492
photo1011_path5311,,orange,129.170829,90.970162,1.67294846,0.9294159
photo1011_path5415,,orange,124.843888,88.533028,1.98275376,1.42510424
photo1011_path5417,,orange,102.641172,98.870199,1.73490962,1.52837276
photo1011_path5419,,orange,98.737625,98.075027,0.99137688,1.6316412
photo1011_path5421,,orange,99.81162335,97.60002196,0.82614746,1.46641168
photo1011_path5803,,orange,112.32775,10.823538,1.90013924,1.44575796
photo1011_path6019,,orange,123.081444,8.742466642,1.31439248,0.73021812
photo1011_path6047,,orange,145.590503,73.683028,1.5490264,1.42510424
photo1011_path6123,,orange,122.4681512,25.09916672,0.90547038,0.43813086
photo1011_path6259,,orange,148.533663,66.072146,1.36314326,0.95006952
photo1011_path6261,,orange,130.5443201,70.82249079,1.28052846,2.3132128
photo1011_path6365,,orange,128.778409,71.204592,1.34248952,1.21856738
photo1011_path6367,,orange,125.349894,64.93619,1.17726012,1.11529904
photo1011_path6369,,orange,112.482651,60.351078,1.5490264,1.65229492
photo1011_path6371,,orange,75.161444,71.276876,2.1273296,1.81752434
photo1011_path6373,,orange,79.694925,72.45414,2.3545202,2.0240612
photo1011_path6375,,orange,80.521073,71.173611,1.44575796,1.56968012
photo1011_path6377,,orange,78.63126,73.806948,1.17726012,1.25987482
photo1011_path6381,,orange,38.0467811,57.53185004,2.0034074,2.7056328
photo1011_path6504,,orange,86.014951,45.604348,1.19791374,1.98275376
photo1011_path6506,,orange,87.50212542,46.20338464,1.07399168,1.77621688
photo1011_path6707,,orange,82.834287,170.8895995,1.73490962,2.106676
photo1011_path6722,,orange,105.6566094,52.58528718,1.66441802,0.99852572
photo1011_path6724,,orange,106.193601,53.256528,1.2392211,0.80549374
photo1011_path6726,,orange,112.6788566,53.40111168,3.2232216,1.45060454
photo1011_path6830,,orange,146.592213,56.716028,1.36314326,0.86745482
photo1011_path6832,,orange,150.423473,58.461268,0.8468011,1.05333796
photo1011_path6834,,orange,162.0101812,55.91052987,1.59033384,1.07399168
photo1011_path6861,,orange,163.725323,22.748158,1.40201864,1.28518382
photo1011_path6940,,orange,159.376843,38.933208,1.77621688,1.36314326
photo1011_path6942,,orange,155.349373,35.184558,1.4044506,1.17726012
photo1011_path6944,,orange,155.359693,25.942028,1.42510424,1.56968012
photo1011_path6946,,orange,156.309773,23.928298,1.17726012,1.0946453
photo1011_path6948,,orange,120.258762,36.413458,1.36314326,1.2392211
photo1011_path6950,,orange,105.047324,30.919568,0.64026422,0.95006952
photo1011_path6952,,orange,103.518955,38.540788,1.79687062,1.77621688
photo1011_path6954,,orange,107.474131,39.273988,2.4784422,1.25987482
photo1011_path6959,,orange,86.593256,31.291338,2.1479834,1.73490962
photo1011_path7170,,orange,82.307614,20.912858,1.13595276,1.21856738
photo1011_path7174,,orange,63.915509,19.394818,1.15660638,1.07399168
photo1011_path7176,,orange,63.884529,25.126218,1.17726012,1.13595276
photo1011_path7385,,orange,34.5046619,2.355528,2.3132128,2.684979
photo1011_path7387,,orange,46.17400835,5.329658661,3.345897,2.5197496
photo1011_path7741,,orange,88.751566,4.348608,0.97072316,1.21856738
photo1011_path7743,,orange,101.680771,3.315918,1.13595276,1.21856738
photo1011_path7745,,orange,110.344999,5.959598,1.81752434,1.96210002
photo1011_path7747,,orange,109.064469,2.035388,1.85883178,1.96210002
photo1011_path7858,,orange,146.840053,13.539508,1.3218359,1.0120306
photo1011_path7864,,orange,156.247803,19.415468,1.21856738,0.86745482
photo1011_path7970,,orange,171.727753,6.011218,0.82614746,1.44575796
photo1011_path8788,,orange,82.31794876,15.38798793,0.7022253,2.3132128
photo1011_path9038,,orange,110.117813,134.415191,2.1948978,0.95568132
photo1011_path9132,,orange,168.381853,170.7656775,1.07399168,1.03268424
photo1011_path9136,,orange,174.846453,165.5609488,2.0240612,0.37176632
photo1011_path1951,,pink,112.259555,168.7625651,1.2267663,1.16834888
photo1011_path1953,,pink,107.644577,167.2437117,0.99309654,0.93467912
photo1011_path2252,,pink,19.40674631,115.3931705,1.36314326,2.8089012
photo1011_path2442,,pink,84.259391,34.368738,1.19791374,1.19791374
photo1011_path3010,,pink,27.131296,12.351908,1.9414463,1.85883178
photo1011_path3716,,pink,60.77614981,41.5355639,1.15660638,0.5783032
photo1011_path3955,,pink,31.24138,157.1135913,1.56968012,1.90013904
photo1011_path4071,,pink,83.257685,165.220163,1.67294846,1.6316412
photo1011_path4186,,pink,96.13527957,172.8413691,0.86745482,1.79687062
photo1011_path4290,,pink,99.45018456,171.1477874,1.96210002,1.0120306
photo1011_path4371,,pink,34.3394321,53.432098,0.82614746,0.99137688
photo1011_path4396,,pink,103.353727,169.1340361,1.21856738,1.52837276
photo1011_path4402,,pink,103.487973,156.8657469,1.9414463,1.81752434
photo1011_path4414,,pink,133.363529,162.5558375,1.6316412,1.50771904
photo1011_path4418,,pink,95.050937,147.003612,1.92079278,2.1686368
photo1011_path4420,,pink,82.204349,152.218667,1.67294846,1.61098748
photo1011_path4422,,pink,84.889328,145.526873,1.92079278,2.1479834
photo1011_path4534,,pink,93.87368274,132.8765034,1.22195864,2.7278914
photo1011_path4638,,pink,94.751462,127.506533,0.86745482,0.88810844
photo1011_path4644,,pink,22.742388,131.255178,2.3338666,2.3545202
photo1011_path4752,,pink,21.82331286,105.7065643,2.6436718,0.74353266
photo1011_path4754,,pink,23.87836875,104.8286917,2.829555,1.0946453
photo1011_path4858,,pink,51.8124508,110.869991,1.56968012,1.3218359
photo1011_path4860,,pink,53.061999,104.673885,2.74694,2.230598
photo1011_path4862,,pink,54.125663,98.746279,1.81752434,1.65229492
photo1011_path4864,,pink,45.9054966,95.689529,1.4044506,1.48706532
photo1011_path4866,,pink,47.9089039,94.409005,1.56968012,1.81752434
photo1011_path4878,,pink,69.843119,111.479275,0.99137688,1.0120306
photo1011_path5207,,pink,132.072684,96.009664,0.97830954,0.75112248
photo1011_path5839,,pink,36.1562317,104.123659,0.7886355,1.46043616
photo1011_path5943,,pink,37.81956572,75.33532398,1.30118218,2.499096
photo1011_path6379,,pink,77.433347,73.177016,2.3751738,1.85883178
photo1011_path6485,,pink,3.472501,66.650448,2.4577886,2.230598
photo1011_path6487,,pink,5.796039,65.173708,2.230598,1.42510424
photo1011_path6489,,pink,6.684146,62.746898,2.7262866,2.4784422
photo1011_path6491,,pink,4.288321,47.132718,4.0894298,3.5111264
photo1011_path6496,,pink,62.769229,49.043178,1.38379698,1.34248952
photo1011_path6498,,pink,58.824378,46.719648,1.5490264,2.3132128
photo1011_path6500,,pink,65.041137,45.872838,1.71425572,1.73490962
photo1011_path6502,,pink,73.034113,51.170508,1.46641168,1.38379698
photo1011_path6938,,pink,162.619473,48.960558,0.90876216,0.97072316
photo1011_path7064,,pink,94.18347804,24.62023988,2.3338666,1.69360218
photo1011_path7168,,pink,77.712174,25.766478,1.4044506,1.46641168
photo1011_path7172,,pink,72.063388,18.279518,1.30118218,1.11529904
photo1011_path7281,,pink,32.89368054,35.12258901,3.3563332,1.70852414
photo1011_path7854,,pink,121.03328,23.308698,1.0120306,0.80549374
photo1011_path8680,,pink,64.70025892,26.70618686,0.82614746,1.90013924
photo1011_path9543,,pink,146.901103,106.796261,1.46043616,1.4312274
